MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR01484,South,Commercial,2025-02-04,268.48,99.97,155,Faulty,11.09
MTR01485,East,Commercial,2025-02-05,1135.36,133.8,23,Active,7.86
MTR01486,Central,Industrial,2025-05-04,919.21,111.58,279,Active,7.9
MTR01487,Central,Commercial,2025-12-19,906.12,146.98,84,Active,5.84
MTR01488,East,Industrial,2025-06-09,792.2,19.09,257,Active,11.12
MTR01489,Central,Industrial,2025-11-24,1031.83,60.61,196,Faulty,9.48
MTR01490,North,Commercial,2025-05-12,665.38,128.19,119,Active,11.6
MTR01491,South,Industrial,2025-01-11,413.59,112.15,24,Faulty,5.11
MTR01492,East,Industrial,2025-11-18,141.58,25.13,59,Active,8.74
MTR01493,South,Industrial,2025-01-05,330.03,66.97,200,Active,9.78
MTR01494,Central,Industrial,2025-02-03,918.25,92.47,40,Active,10.45
MTR01495,West,Commercial,2025-03-08,662.06,106.84,299,Active,4.01
MTR01496,South,Industrial,2025-04-10,137.82,106.91,136,Active,8.21
MTR01497,Central,Commercial,2025-03-08,232.38,13.37,195,Faulty,10.64
MTR01498,West,Commercial,2025-03-17,803.03,66.66,203,Active,6.14
MTR01499,Central,Commercial,2025-11-15,777.17,13.31,65,Active,10.13
MTR01500,Central,Residential,2025-10-21,270.23,139.3,100,Faulty,4.84
MTR01501,West,Residential,2025-10-08,471.74,146.32,200,Active,10.19
MTR01502,South,Industrial,2025-03-04,225.3,60.8,151,Faulty,7.65
MTR01503,East,Commercial,2025-01-06,999.34,134.44,72,Active,12.16
MTR01504,North,Industrial,2025-09-27,473.23,50.96,117,Faulty,6.92
MTR01505,North,Industrial,2025-01-07,574.07,17.33,49,Faulty,8.57
MTR01506,South,Industrial,2025-12-04,99.27,149.25,239,Faulty,5.75
MTR01507,East,Industrial,2025-11-01,656.16,53.45,163,Active,6.35
MTR01508,South,Industrial,2025-08-23,920.12,69.03,122,Faulty,10.0
MTR01509,Central,Commercial,2025-07-06,1075.7,50.89,43,Faulty,3.95
MTR01510,Central,Commercial,2025-04-17,819.81,139.1,58,Faulty,6.45
MTR01511,Central,Industrial,2025-04-28,64.9,45.42,246,Faulty,5.53
MTR01512,South,Commercial,2025-05-22,562.51,121.2,11,Faulty,11.57
MTR01513,North,Commercial,2025-02-28,671.49,148.3,147,Faulty,7.85
MTR01514,East,Commercial,2025-11-25,1014.16,25.47,257,Active,10.99
MTR01515,Central,Industrial,2025-06-10,538.93,23.88,64,Faulty,4.38
MTR01516,West,Commercial,2025-05-29,739.5,126.38,172,Faulty,5.42
MTR01517,North,Commercial,2025-12-24,424.42,61.48,35,Active,4.66
MTR01518,South,Industrial,2025-04-18,1013.85,126.23,212,Faulty,4.43
MTR01519,East,Residential,2025-02-24,1095.83,107.06,277,Active,8.75
MTR01520,Central,Residential,2025-06-04,300.61,79.91,8,Active,4.49
MTR01521,North,Residential,2025-03-09,867.2,95.61,106,Faulty,6.96
MTR01522,Central,Residential,2025-02-26,386.75,24.46,151,Active,10.4
MTR01523,North,Commercial,2025-04-19,1140.69,107.25,197,Active,11.76
MTR01524,East,Industrial,2025-02-15,491.37,17.85,118,Faulty,9.72
MTR01525,South,Commercial,2025-02-13,486.67,48.56,222,Active,9.49
MTR01526,East,Commercial,2025-09-19,897.02,51.09,249,Faulty,11.25
MTR01527,East,Industrial,2025-03-21,817.97,5.19,219,Faulty,11.34
MTR01528,East,Commercial,2025-07-08,1160.09,26.82,190,Faulty,6.49
MTR01529,South,Residential,2025-03-27,614.82,76.14,146,Active,12.28
MTR01530,West,Commercial,2025-08-14,1192.94,103.1,121,Active,8.76
MTR01531,Central,Commercial,2025-04-17,824.91,64.29,178,Active,6.68
MTR01532,South,Commercial,2025-06-08,641.94,134.5,228,Active,7.39
MTR01533,East,Industrial,2025-10-24,1195.23,86.56,276,Faulty,3.77
MTR01534,East,Commercial,2025-03-30,558.56,126.57,162,Active,11.38
MTR01535,North,Industrial,2025-08-28,444.82,71.82,298,Faulty,8.77
MTR01536,East,Commercial,2025-07-30,262.12,118.38,123,Faulty,8.61
MTR01537,East,Residential,2025-08-11,596.79,84.55,203,Active,6.4
MTR01538,West,Residential,2025-03-24,109.03,110.88,132,Faulty,11.45
MTR01539,North,Commercial,2025-03-02,191.98,44.29,101,Faulty,4.02
MTR01540,North,Residential,2025-06-16,1048.48,125.4,69,Faulty,10.52
MTR01541,North,Residential,2025-04-25,267.7,19.13,237,Faulty,8.65
MTR01542,North,Residential,2025-12-31,920.83,34.46,76,Faulty,4.74
MTR01543,South,Residential,2025-02-17,354.27,121.27,139,Faulty,10.25
MTR01544,North,Residential,2025-02-10,1084.24,51.34,162,Faulty,6.26
MTR01545,West,Residential,2025-07-30,707.19,62.57,63,Faulty,5.49
MTR01546,Central,Industrial,2025-06-30,237.09,45.36,280,Faulty,10.89
MTR01547,East,Industrial,2025-09-17,341.86,5.84,89,Faulty,10.87
MTR01548,West,Industrial,2025-03-30,519.19,83.88,293,Active,9.02
MTR01549,East,Residential,2025-02-03,254.03,80.18,131,Faulty,11.65
MTR01550,West,Commercial,2025-08-03,713.07,6.06,125,Active,9.49
MTR01551,North,Commercial,2025-04-17,983.39,74.48,35,Active,4.31
MTR01552,South,Commercial,2025-04-16,1158.69,32.62,172,Faulty,10.14
MTR01553,West,Industrial,2025-01-15,1106.98,47.75,22,Active,11.22
MTR01554,East,Commercial,2025-06-12,608.91,107.58,208,Faulty,11.17
MTR01555,Central,Residential,2025-06-26,622.98,37.79,204,Faulty,3.59
MTR01556,North,Residential,2025-06-28,294.5,17.58,94,Active,5.31
MTR01557,West,Residential,2025-08-20,376.64,46.78,69,Active,5.65
MTR01558,South,Residential,2025-01-11,422.74,44.83,63,Active,9.77
MTR01559,North,Commercial,2025-07-06,286.2,93.13,27,Active,3.89
MTR01560,West,Residential,2025-11-12,578.68,148.23,123,Faulty,5.16
MTR01561,East,Industrial,2025-04-30,843.44,86.66,266,Faulty,7.85
MTR01562,Central,Commercial,2025-08-27,952.92,84.7,127,Faulty,10.17
MTR01563,West,Residential,2025-05-19,620.83,18.52,233,Faulty,8.33
MTR01564,East,Residential,2025-02-27,184.85,9.94,193,Faulty,5.98
MTR01565,North,Industrial,2025-10-03,1122.04,68.41,118,Faulty,4.58
MTR01566,Central,Commercial,2025-12-11,917.14,17.38,51,Faulty,4.58
MTR01567,East,Commercial,2025-02-03,222.94,138.5,272,Faulty,6.11
MTR01568,North,Industrial,2025-07-07,1014.32,100.54,6,Faulty,11.55
MTR01569,West,Industrial,2025-07-04,963.64,102.12,89,Active,12.23
MTR01570,Central,Commercial,2025-11-11,911.29,34.48,57,Active,6.48
MTR01571,East,Industrial,2025-09-29,642.64,9.75,126,Active,4.03
MTR01572,South,Commercial,2025-01-25,380.08,49.53,208,Active,6.2
MTR01573,South,Industrial,2025-10-02,357.75,41.47,73,Active,10.08
MTR01574,East,Residential,2025-04-02,478.39,19.5,154,Faulty,4.75
MTR01575,North,Residential,2025-04-24,891.13,124.9,293,Faulty,11.29
MTR01576,Central,Industrial,2025-11-05,739.47,92.18,199,Faulty,12.42
MTR01577,South,Industrial,2025-02-15,831.96,89.99,163,Faulty,11.63
MTR01578,Central,Commercial,2025-08-19,519.05,140.28,162,Faulty,6.68
MTR01579,West,Commercial,2025-12-14,274.5,66.91,145,Active,8.75
MTR01580,North,Commercial,2025-06-08,862.48,30.18,59,Active,11.14
MTR01581,Central,Residential,2025-04-19,491.15,42.89,196,Faulty,3.99
MTR01582,East,Commercial,2025-06-30,1172.35,142.96,218,Faulty,4.96
MTR01583,Central,Residential,2025-03-19,71.99,112.4,161,Faulty,12.04
MTR01584,Central,Commercial,2025-03-03,845.7,36.72,233,Faulty,5.61
MTR01585,Central,Industrial,2025-12-20,855.16,21.12,121,Active,8.84
MTR01586,East,Industrial,2025-08-14,368.87,42.87,48,Active,5.23
MTR01587,North,Residential,2025-11-24,371.58,144.68,65,Active,8.57
MTR01588,Central,Industrial,2025-06-06,263.6,100.68,296,Faulty,12.49
MTR01589,Central,Industrial,2025-06-14,713.85,102.98,128,Faulty,5.75
MTR01590,West,Industrial,2025-06-09,559.33,101.12,25,Faulty,6.14
MTR01591,South,Commercial,2025-08-22,961.9,85.75,284,Active,12.1
MTR01592,Central,Commercial,2025-12-04,449.15,143.43,103,Active,4.34
MTR01593,Central,Industrial,2025-09-17,107.49,110.97,34,Active,5.01
MTR01594,North,Residential,2025-02-05,736.35,121.43,24,Active,10.78
MTR01595,North,Residential,2025-02-18,732.45,83.58,75,Faulty,3.87
MTR01596,South,Commercial,2025-07-31,1113.91,113.12,129,Active,8.41
MTR01597,East,Commercial,2025-12-18,1045.27,79.32,211,Active,7.08
MTR01598,East,Industrial,2025-05-17,351.72,122.02,289,Faulty,6.0
MTR01599,Central,Residential,2025-08-08,489.6,41.71,68,Faulty,3.9
MTR01600,Central,Industrial,2025-07-25,541.32,148.08,124,Faulty,10.44
MTR01601,South,Industrial,2025-09-10,1058.12,30.43,154,Active,4.33
MTR01602,West,Industrial,2025-02-08,320.49,50.33,64,Active,9.27
MTR01603,South,Industrial,2025-12-15,950.1,62.61,274,Faulty,10.99
MTR01604,Central,Industrial,2025-07-29,1199.31,117.8,167,Active,9.2
MTR01605,South,Residential,2025-12-18,1048.49,78.5,146,Active,10.56
MTR01606,South,Industrial,2025-09-15,247.78,64.68,1,Active,6.44
MTR01607,Central,Industrial,2025-02-08,168.06,130.57,199,Faulty,3.91
MTR01608,North,Residential,2025-02-01,685.25,138.38,48,Faulty,9.72
MTR01609,West,Commercial,2025-02-15,496.04,12.58,74,Faulty,9.37
MTR01610,East,Commercial,2025-06-07,1118.44,82.38,107,Active,7.12
MTR01611,North,Residential,2025-07-30,980.98,107.44,245,Active,11.55
MTR01612,Central,Residential,2025-01-07,1159.91,107.56,190,Active,5.17
MTR01613,Central,Industrial,2025-03-12,261.92,95.98,156,Active,5.33
MTR01614,South,Residential,2025-03-12,862.04,129.94,218,Faulty,5.64
MTR01615,Central,Commercial,2025-01-10,907.31,22.86,200,Active,12.08
MTR01616,South,Industrial,2025-04-10,1063.3,95.86,281,Active,4.69
MTR01617,Central,Industrial,2025-08-28,718.48,68.21,285,Faulty,10.15
MTR01618,South,Industrial,2025-12-15,785.18,126.85,292,Active,9.32
MTR01619,Central,Residential,2025-12-23,85.43,78.31,262,Faulty,4.97
MTR01620,South,Industrial,2025-02-26,250.5,102.44,126,Faulty,4.11
MTR01621,Central,Residential,2025-08-04,224.51,49.04,228,Active,6.24
MTR01622,South,Commercial,2025-11-29,225.98,23.38,100,Active,6.26
MTR01623,South,Industrial,2025-04-20,87.96,76.46,79,Active,12.01
MTR01624,Central,Commercial,2025-12-12,621.76,53.65,269,Faulty,8.09
MTR01625,South,Residential,2025-05-07,852.5,126.62,204,Faulty,4.87
MTR01626,West,Industrial,2025-02-08,892.38,82.56,291,Faulty,3.95
MTR01627,Central,Commercial,2025-12-30,210.12,120.17,142,Active,10.4
MTR01628,North,Commercial,2025-02-04,959.74,95.49,207,Active,4.86
MTR01629,East,Residential,2025-07-23,294.96,93.76,82,Faulty,5.75
MTR01630,East,Industrial,2025-09-11,115.51,66.61,0,Active,11.71
MTR01631,East,Commercial,2025-06-16,1012.71,8.76,96,Faulty,3.92
MTR01632,West,Commercial,2025-06-14,815.41,22.94,144,Active,12.44
MTR01633,North,Commercial,2025-06-11,592.43,116.19,284,Faulty,11.86
MTR01634,South,Residential,2025-08-13,820.33,84.56,75,Faulty,10.77
MTR01635,Central,Industrial,2025-05-22,995.52,134.5,250,Active,5.11
MTR01636,North,Industrial,2025-08-01,285.93,90.8,104,Faulty,7.9
MTR01637,North,Residential,2025-02-03,919.79,13.34,155,Faulty,7.78
MTR01638,East,Residential,2025-04-17,803.41,81.09,146,Active,10.09
MTR01639,West,Commercial,2025-12-27,1053.88,142.12,135,Active,4.61
MTR01640,East,Commercial,2025-02-02,197.07,23.61,76,Faulty,10.95
MTR01641,North,Commercial,2025-04-21,679.38,145.67,260,Active,12.32
MTR01642,North,Industrial,2025-10-24,485.98,72.65,15,Faulty,10.09
MTR01643,West,Commercial,2025-09-26,585.69,29.08,2,Active,8.38
MTR01644,West,Residential,2025-11-20,1012.74,16.95,214,Faulty,10.43
MTR01645,East,Industrial,2025-10-30,882.34,59.18,279,Active,12.06
MTR01646,North,Commercial,2025-07-31,134.05,54.87,55,Faulty,11.26
MTR01647,Central,Residential,2025-04-26,234.21,91.02,242,Faulty,9.56
MTR01648,West,Commercial,2025-06-09,1082.03,26.21,263,Faulty,4.21
MTR01649,North,Commercial,2025-04-08,605.94,138.58,171,Faulty,4.48
MTR01650,East,Residential,2025-02-10,135.71,125.08,234,Faulty,4.26
MTR01651,South,Industrial,2025-05-02,231.06,99.4,137,Active,5.64
MTR01652,South,Residential,2025-08-03,441.22,69.0,10,Faulty,8.31
MTR01653,West,Industrial,2025-08-25,271.46,95.8,233,Active,8.66
MTR01654,Central,Industrial,2025-12-14,100.8,6.76,261,Active,9.49
MTR01655,West,Industrial,2025-09-17,220.44,20.53,187,Faulty,8.51
MTR01656,South,Residential,2025-11-13,135.64,36.86,143,Active,8.21
MTR01657,North,Residential,2025-11-07,1119.61,100.42,61,Faulty,11.97
MTR01658,South,Commercial,2025-04-27,518.84,63.48,188,Active,11.16
MTR01659,Central,Commercial,2025-08-26,72.71,74.22,185,Active,8.4
MTR01660,North,Commercial,2025-05-28,869.4,60.84,213,Active,5.81
MTR01661,Central,Industrial,2025-04-14,126.57,17.99,226,Faulty,12.08
MTR01662,East,Industrial,2025-11-21,1037.91,59.29,4,Active,9.3
MTR01663,Central,Residential,2025-05-08,296.24,45.36,109,Faulty,4.66
MTR01664,East,Commercial,2025-02-20,361.14,73.03,44,Faulty,4.51
MTR01665,South,Residential,2025-01-29,899.63,15.44,136,Active,9.56
MTR01666,North,Residential,2025-08-15,418.96,99.23,77,Faulty,9.85
MTR01667,South,Commercial,2025-08-20,851.22,92.51,66,Active,5.39
MTR01668,North,Residential,2025-06-05,357.75,47.5,203,Active,6.63
MTR01669,South,Residential,2025-01-23,1103.46,39.27,165,Faulty,6.36
MTR01670,Central,Industrial,2025-05-30,1173.27,128.21,161,Faulty,10.46
MTR01671,East,Commercial,2025-10-30,971.61,10.74,1,Faulty,10.7
MTR01672,West,Residential,2025-02-13,205.41,55.38,242,Active,5.6
MTR01673,East,Commercial,2025-02-09,1173.04,108.79,65,Active,6.14
MTR01674,Central,Commercial,2025-06-10,247.8,93.84,107,Faulty,6.46
MTR01675,North,Residential,2025-09-26,287.14,134.22,4,Faulty,7.1
MTR01676,North,Residential,2025-03-17,875.12,24.26,111,Active,9.72
MTR01677,West,Commercial,2025-11-04,131.42,24.01,117,Faulty,9.99
MTR01678,East,Industrial,2025-02-15,475.14,109.81,211,Faulty,8.47
MTR01679,Central,Residential,2025-07-30,1143.71,103.02,106,Faulty,5.08
MTR01680,North,Commercial,2025-01-08,348.33,112.65,193,Faulty,5.09
MTR01681,West,Industrial,2025-09-12,646.32,117.85,38,Active,11.19
MTR01682,Central,Industrial,2025-08-30,519.97,18.94,96,Active,4.67
MTR01683,Central,Commercial,2025-03-09,476.16,55.04,155,Faulty,7.22
MTR01684,South,Residential,2025-07-21,746.98,138.87,28,Faulty,4.34
MTR01685,South,Commercial,2025-12-24,977.43,131.59,263,Faulty,4.02
MTR01686,Central,Residential,2025-06-05,685.8,31.59,148,Faulty,12.38
MTR01687,Central,Industrial,2025-10-04,434.13,54.47,270,Faulty,4.15
MTR01688,West,Industrial,2025-11-25,165.34,136.81,281,Active,8.51
MTR01689,Central,Residential,2025-01-13,1000.08,13.69,249,Active,9.27
MTR01690,North,Residential,2025-02-03,69.95,12.08,117,Faulty,5.29
MTR01691,North,Residential,2025-01-06,256.14,16.36,87,Active,9.03
MTR01692,South,Residential,2025-07-22,820.09,38.31,201,Active,12.12
MTR01693,West,Industrial,2025-08-19,1065.17,108.65,119,Faulty,4.12
MTR01694,Central,Industrial,2025-03-04,189.65,84.53,53,Active,10.58
MTR01695,South,Industrial,2025-12-03,1050.52,20.34,149,Active,6.04
MTR01696,West,Industrial,2025-09-28,268.2,46.46,81,Active,12.15
MTR01697,South,Residential,2025-09-21,283.69,105.86,291,Active,9.19
MTR01698,South,Industrial,2025-05-10,1018.53,106.69,89,Faulty,6.11
MTR01699,West,Commercial,2025-03-10,136.59,123.06,92,Faulty,5.37
MTR01700,Central,Residential,2025-06-14,810.98,105.59,253,Faulty,10.8
MTR01701,North,Industrial,2025-08-08,584.24,93.99,17,Active,4.92
MTR01702,West,Residential,2025-10-15,55.59,41.56,50,Faulty,4.12
MTR01703,North,Industrial,2025-05-25,1114.88,97.2,105,Active,8.24
MTR01704,East,Residential,2025-06-18,990.81,102.04,72,Faulty,9.16
MTR01705,Central,Commercial,2025-11-23,1167.42,127.31,141,Faulty,9.39
MTR01706,South,Industrial,2025-06-08,664.14,132.91,295,Faulty,10.13
MTR01707,Central,Commercial,2025-04-27,670.17,122.94,64,Active,4.27
MTR01708,East,Industrial,2025-06-19,582.98,62.04,56,Active,8.19
MTR01709,East,Industrial,2025-09-10,624.49,119.37,16,Faulty,5.55
MTR01710,Central,Commercial,2025-04-11,714.32,123.82,288,Active,4.05
MTR01711,East,Residential,2025-11-30,70.11,50.84,258,Faulty,4.96
MTR01712,North,Residential,2025-01-28,385.02,81.09,147,Active,9.14
MTR01713,North,Commercial,2025-10-27,1113.32,59.51,40,Active,3.95
MTR01714,East,Industrial,2025-03-27,607.13,67.76,229,Faulty,7.67
MTR01715,South,Industrial,2025-01-12,759.41,133.26,28,Active,10.74
MTR01716,Central,Commercial,2025-12-12,203.31,149.4,236,Active,7.3
MTR01717,West,Industrial,2025-10-12,362.18,9.41,290,Active,10.66
MTR01718,South,Residential,2025-12-16,923.11,30.0,170,Active,4.81
MTR01719,North,Commercial,2025-09-17,183.55,57.64,114,Faulty,7.68
MTR01720,West,Residential,2025-08-31,819.72,113.31,294,Faulty,5.66
MTR01721,East,Industrial,2025-06-12,282.78,130.22,6,Faulty,3.97
MTR01722,North,Residential,2025-07-29,569.9,57.67,272,Faulty,3.98
MTR01723,East,Industrial,2025-04-07,544.44,120.94,242,Faulty,4.23
MTR01724,West,Industrial,2025-12-01,106.57,117.26,214,Faulty,9.99
MTR01725,North,Commercial,2025-11-27,231.95,32.6,299,Faulty,4.83
MTR01726,East,Commercial,2025-12-19,1029.15,34.49,220,Active,4.74
MTR01727,North,Commercial,2025-06-07,420.78,56.19,0,Faulty,10.4
MTR01728,North,Industrial,2025-04-18,570.45,62.19,119,Active,8.71
MTR01729,West,Commercial,2025-07-09,530.88,63.39,224,Faulty,10.88
MTR01730,East,Residential,2025-12-29,799.13,72.56,205,Faulty,4.03
MTR01731,Central,Industrial,2025-09-20,905.42,26.53,208,Active,8.93
MTR01732,North,Commercial,2025-05-15,668.99,63.61,25,Active,4.0
MTR01733,Central,Commercial,2025-01-17,146.05,76.46,262,Faulty,9.91
MTR01734,West,Commercial,2025-01-29,539.05,135.87,224,Faulty,10.1
MTR01735,Central,Residential,2025-11-18,772.81,146.45,134,Active,9.51
MTR01736,West,Industrial,2025-10-11,82.22,77.27,99,Faulty,3.79
MTR01737,North,Industrial,2025-03-22,85.61,9.69,203,Faulty,8.54
MTR01738,West,Residential,2025-01-21,345.07,66.78,216,Active,4.99
MTR01739,East,Commercial,2025-09-29,653.28,55.08,25,Active,6.17
MTR01740,Central,Commercial,2025-05-10,978.74,86.47,283,Active,11.95
MTR01741,West,Residential,2025-02-24,254.22,40.88,160,Faulty,7.03
MTR01742,Central,Commercial,2025-12-27,515.39,102.73,64,Active,10.07
MTR01743,South,Commercial,2025-06-30,202.96,143.4,176,Active,10.94
MTR01744,East,Commercial,2025-06-15,776.26,127.0,218,Active,8.88
MTR01745,Central,Commercial,2025-08-10,664.28,85.55,295,Faulty,11.64
MTR01746,North,Industrial,2025-08-31,895.66,65.67,57,Faulty,10.26
MTR01747,Central,Residential,2025-03-06,505.72,94.82,21,Active,5.97
MTR01748,Central,Industrial,2025-05-26,744.85,135.64,267,Active,11.18
MTR01749,South,Commercial,2025-11-27,1134.8,16.33,240,Active,3.87
MTR01750,East,Industrial,2025-06-03,874.76,137.97,284,Active,11.69
MTR01751,East,Commercial,2025-12-13,304.93,99.73,6,Faulty,9.76
MTR01752,North,Commercial,2025-03-08,1141.19,84.3,278,Faulty,4.38
MTR01753,West,Residential,2025-02-15,805.57,104.34,296,Faulty,11.13
MTR01754,West,Industrial,2025-10-01,596.22,9.84,219,Faulty,8.4
MTR01755,East,Commercial,2025-03-12,55.35,124.4,226,Active,5.97
MTR01756,North,Industrial,2025-06-21,509.35,133.98,260,Faulty,10.81
MTR01757,North,Residential,2025-07-14,932.82,75.57,54,Active,10.48
MTR01758,North,Commercial,2025-06-15,448.99,141.89,221,Active,3.54
MTR01759,West,Residential,2025-08-14,478.69,82.14,102,Faulty,4.16
MTR01760,Central,Industrial,2025-01-12,1104.1,41.26,58,Active,6.88
MTR01761,West,Residential,2025-06-10,78.25,109.69,148,Active,11.67
MTR01762,West,Industrial,2025-06-19,115.89,95.56,188,Faulty,7.64
MTR01763,West,Commercial,2025-06-13,762.25,58.1,5,Active,4.58
MTR01764,West,Residential,2025-03-31,734.77,119.76,200,Faulty,5.1
MTR01765,East,Commercial,2025-04-08,117.82,115.44,180,Active,5.23
MTR01766,Central,Commercial,2025-10-16,60.33,89.39,57,Faulty,12.38
MTR01767,East,Residential,2025-08-22,1018.33,54.94,256,Faulty,11.38
MTR01768,East,Industrial,2025-11-15,716.72,123.52,102,Active,9.66
MTR01769,Central,Commercial,2025-05-02,668.65,81.81,62,Faulty,5.78
MTR01770,Central,Commercial,2025-10-18,292.58,26.33,147,Active,5.37
MTR01771,South,Industrial,2025-04-03,546.32,20.61,43,Active,8.96
MTR01772,West,Commercial,2025-05-06,1117.58,140.12,94,Faulty,10.17
MTR01773,West,Commercial,2025-07-14,463.91,97.76,277,Faulty,6.73
MTR01774,North,Residential,2025-11-06,1011.46,18.22,40,Faulty,11.62
MTR01775,South,Residential,2025-11-03,428.65,28.11,293,Active,5.67
MTR01776,South,Industrial,2025-11-23,131.03,122.07,130,Faulty,9.34
MTR01777,North,Industrial,2025-07-02,1051.79,45.7,226,Active,8.69
MTR01778,West,Residential,2025-01-20,745.05,138.34,13,Active,9.66
MTR01779,West,Residential,2025-06-11,79.33,94.73,149,Active,9.25
MTR01780,Central,Commercial,2025-02-26,747.82,100.93,89,Faulty,5.66
MTR01781,East,Residential,2025-05-28,1155.01,33.88,159,Active,11.69
MTR01782,North,Industrial,2025-09-03,152.43,135.28,23,Active,12.15
MTR01783,West,Industrial,2025-03-30,674.44,56.43,261,Faulty,11.59
MTR01784,Central,Commercial,2025-03-19,831.65,22.58,223,Active,11.77
MTR01785,West,Commercial,2025-06-11,734.95,30.75,161,Faulty,10.23
MTR01786,West,Commercial,2025-01-23,136.78,114.75,242,Active,7.86
MTR01787,South,Residential,2025-06-24,267.94,16.28,98,Active,10.62
MTR01788,North,Commercial,2025-07-05,240.18,6.81,140,Faulty,10.89
MTR01789,Central,Residential,2025-11-03,1007.31,16.75,145,Active,11.16
MTR01790,Central,Residential,2025-10-26,431.69,83.14,205,Faulty,12.49
MTR01791,Central,Commercial,2025-02-18,1043.7,126.59,29,Faulty,5.22
MTR01792,East,Residential,2025-03-04,382.46,81.81,10,Faulty,4.79
MTR01793,East,Residential,2025-05-24,927.98,7.08,132,Active,10.52
MTR01794,Central,Industrial,2025-07-04,360.17,54.92,292,Active,11.69
MTR01795,East,Industrial,2025-12-03,1181.03,136.71,215,Active,7.4
MTR01796,South,Residential,2025-06-30,168.98,129.93,233,Faulty,5.52
MTR01797,East,Commercial,2025-08-07,1188.23,143.17,62,Faulty,3.96
MTR01798,East,Residential,2025-05-12,989.68,119.83,274,Active,10.49
MTR01799,West,Residential,2025-12-07,925.09,49.04,71,Faulty,10.22
MTR01800,West,Commercial,2025-08-23,992.71,110.86,275,Active,9.15
MTR01801,North,Commercial,2025-04-04,1195.86,67.45,124,Active,6.22
MTR01802,East,Residential,2025-07-07,578.6,86.37,211,Faulty,10.83
MTR01803,East,Commercial,2025-02-23,1172.65,84.74,182,Faulty,11.83
MTR01804,West,Residential,2025-01-19,205.63,116.39,152,Active,9.36
MTR01805,East,Industrial,2025-08-13,384.26,74.91,116,Active,7.89
MTR01806,Central,Commercial,2025-07-29,682.32,107.56,74,Faulty,7.83
MTR01807,North,Commercial,2025-09-06,1176.69,74.71,115,Faulty,7.27
MTR01808,West,Residential,2025-03-29,392.6,107.56,70,Faulty,4.1
MTR01809,East,Residential,2025-10-12,538.04,89.05,291,Faulty,9.58
MTR01810,North,Residential,2025-04-11,881.05,90.86,198,Active,3.87
MTR01811,Central,Industrial,2025-11-13,551.01,48.37,130,Faulty,8.91
MTR01812,West,Industrial,2025-06-06,459.33,82.34,215,Active,6.45
MTR01813,West,Residential,2025-10-05,1080.6,127.19,261,Active,3.61
MTR01814,East,Residential,2025-11-02,573.43,6.2,223,Faulty,8.07
MTR01815,Central,Residential,2025-09-27,293.81,138.87,114,Active,10.9
MTR01816,Central,Residential,2025-08-13,685.14,107.37,275,Active,10.32
MTR01817,Central,Commercial,2025-06-02,572.91,118.02,175,Active,8.14
MTR01818,South,Industrial,2025-02-16,868.34,131.51,297,Faulty,6.17
MTR01819,South,Industrial,2025-09-23,91.64,131.47,153,Active,7.27
MTR01820,West,Industrial,2025-09-28,573.89,112.84,15,Faulty,3.91
MTR01821,East,Residential,2025-03-26,893.98,83.87,11,Active,5.37
MTR01822,South,Industrial,2025-10-22,234.24,24.49,271,Faulty,4.09
MTR01823,East,Commercial,2025-06-29,175.63,141.15,56,Active,4.59
MTR01824,South,Residential,2025-03-04,94.85,34.41,150,Active,10.41
MTR01825,South,Residential,2025-03-28,978.45,114.97,50,Faulty,4.19
MTR01826,Central,Residential,2025-11-27,829.5,32.31,103,Faulty,8.35
MTR01827,North,Industrial,2025-07-01,337.21,108.95,153,Active,10.32
MTR01828,West,Commercial,2025-08-29,622.91,135.53,55,Active,8.77
MTR01829,West,Commercial,2025-10-07,386.2,100.05,270,Faulty,3.85
MTR01830,West,Commercial,2025-05-18,816.87,103.08,271,Faulty,8.87
MTR01831,East,Commercial,2025-01-13,537.82,29.89,107,Active,7.14
MTR01832,East,Residential,2025-08-19,507.64,45.8,163,Active,6.54
MTR01833,South,Residential,2025-11-02,408.62,111.52,36,Active,5.53
MTR01834,Central,Residential,2025-01-04,305.29,86.04,11,Faulty,3.79
MTR01835,Central,Residential,2025-11-02,485.8,57.75,101,Faulty,8.37
MTR01836,South,Industrial,2025-04-26,611.36,79.87,245,Active,3.9
MTR01837,East,Commercial,2025-09-15,150.92,100.99,259,Faulty,6.87
MTR01838,North,Industrial,2025-10-18,746.86,48.16,154,Faulty,11.55
MTR01839,East,Commercial,2025-07-08,262.97,46.48,25,Active,7.23
MTR01840,South,Commercial,2025-07-27,328.47,23.77,203,Active,6.29
MTR01841,West,Commercial,2025-08-06,1198.53,114.09,56,Active,5.24
MTR01842,East,Industrial,2025-12-11,74.25,21.11,233,Active,7.52
MTR01843,North,Industrial,2025-07-19,1197.43,76.12,281,Faulty,5.62
MTR01844,East,Industrial,2025-09-27,373.08,43.95,230,Faulty,9.09
MTR01845,North,Residential,2025-01-18,454.26,56.1,160,Active,11.42
MTR01846,East,Residential,2025-06-20,355.96,139.74,86,Active,10.05
MTR01847,Central,Industrial,2025-07-16,976.97,135.08,225,Faulty,9.37
MTR01848,North,Industrial,2025-10-29,378.45,80.0,288,Active,8.75
